Function,Service,Date Grant Awarded,Time Period for Grant,Grant Beneficiary,Beneficiary's registration Number,Purpose of Grant,Amount,Revenue / Capital
PLACE,SfC,15/01/16,Within 2 months,FRIENDS OF CREDITON LIBRARY,None,Making extant static library shelving mobile,300,Revenue
PLACE,SfC,15/01/16,01/03/16,KINGSBRIDE & DISTRICT LIGHT,none,for creation of a miniature railway,"1,000.00",Revenue
PLACE,SfC,15/01/16,01/03/16,LODDISWELL TENNIS CLUB,none,for signage & notice board @ entrance,500,Revenue
PLACE,SfC,18/01/16,31/03/16,ONELIFE TRAINING UK LTD,6761622,Defibrillator,250,Revenue
PLACE,SfC,21/01/16,31/03/17,KENTON DEMENTIA FRIENDLY VILLAGE,none,Dementia grant,250,Revenue
PLACE,SfC,25/01/16,31/03/16,TAW & TORRIDGE VOLUNTARY SERVICE,Charity 1125142,Halwill Memory Café and Carers Group,200,Revenue
PLACE,SfC,27/01/16,01/02/16,BISHOPS TAWTON VILLAGE HALL,Charity 800078,Restoration of wooden floor in main hall,"2,000.00",Revenue
PLACE,SfC,05/02/16,05/07/15,SNACKPACK,Charity No: 215199,River Dart Residential weekend,400,Revenue
PLACE,SfC,05/02/16,31/03/16,DEVON CAROUSEL PROJECT,Company 07671783,The ExploraTale Tour - Tiverton,"1,000.00",Revenue
PLACE,SfC,05/02/16,01/08/15,SOUTH MOLTON RUGBY FOOTBALL CLUB,none,Planning permission for purchase of land,"1,000.00",Revenue
PLACE,SfC,05/02/16,21/01/16,KENTON DEMENTIA FRIENDLY VILLAGE,none,Kenton Dementia Friendly Village Group,250,Revenue
PLACE,SfC,05/02/16,01/03/16,OTTER TRAIL STEERING GROUP,none,Planning application to develop section of Trail,"1,000.00",Revenue
PLACE,SfC,05/02/16,01/03/16,WEST EXE NETBALL CLUB,none,Netball Tots,315.75,Revenue
PLACE,SfC,05/02/16,31/03/16,DEMENTIA FRIENDLY PARISHES / YLM,none,Projects to raise awareness about Dementia,"1,000.00",Revenue
PLACE,SfC,05/02/16,31/03/16,DEVON CAROUSEL PROJECT,Company 07671783,Stoke Canon Scallywags,655,Revenue
PLACE,SfC,05/02/16,31/03/16,FOOD IN COMMUNITY CIC,8492527,Public liability insurance,200,Revenue
PLACE,SfC,05/02/16,31/03/16,FRIENDS OF SALCOMBE LIBRARY,none,Presentation equipment to help promote the library,"1,000.00",Revenue
PLACE,SfC,05/02/16,31/03/16,HEDLEY WAY CENTRE THE,Charity 221305,To purchase CCTV for the building,250,Revenue
PLACE,SfC,05/02/16,31/03/16,TAVISTOCK DEMENTIA ACTION ALLNCE,none,Creating a dementia friendly community,175,Revenue
PLACE,SfC,05/02/16,31/03/16,TAW & TORRIDGE VOLUNTARY SERVICE,Charity 1125142,Carewise project - respite trip for young carers to see a show,300,Revenue
PLACE,SfC,05/02/16,31/03/16,TEIGNMOUTH & DAWLISH CIC,8359705,Teignmouth town map,500,Revenue
PLACE,SfC,11/02/16,03/03/16 to 06/03/16,SOUTH DEVON SINGERS,none,Teignmouth Classical Music Festival 2016,250,Revenue
PLACE,SfC,11/02/16,01/03/16,BOVEY TRACEY HORTICULTURAL SOCTY,none,for deposit to hire marquee and table,500,Revenue
PLACE,SfC,11/02/16,01/03/16,FORESIGHT GARDENING ENT CIC,Company no 08682762,"Restoration of Walled Garden, Teignmouth",500,Revenue
PLACE,SfC,11/02/16,01/03/16,SIDMOUTH VOLUNTARY SERVICES,Charity no 206078,To update cooker and ventilation system,"1,000.00",Revenue
PLACE,SfC,11/02/16,31/03/16,BRAUNTON VOLUNTEER BUREAU,269536,Office equipment,500,Revenue
PLACE,SfC,11/02/16,31/03/16,CHARDSTOCK BOWLING CLUB,none,Replacement windows for club house,500,Revenue
PLACE,SfC,11/02/16,31/03/16,MODBURY ASS OF REC & SPORTS,none,Memorial seat for new Garden of Remembrance,450,Revenue
PLACE,SfC,11/02/16,31/03/16,OTTERY ST MARY FOOD & FAM FESTVL,none,Hire of marquee and equipment for cookery demos,"1,000.00",Revenue
PLACE,SfC,12/02/16,20/02/16,CREDITON YOUTH THEATRE,None,The Cruise musical play,500,Revenue
PLACE,SfC,12/02/16,31/03/16,ROOM 4 U,none,Provision of Health & Wellbeing Centre for Silverton,225,Revenue
PLACE,SfC,12/02/16,01/03/16,FORCES VETERANS FOR VETERANS,none,for advertising coffee mornings,900,Revenue
PLACE,SfC,17/02/16,01/03/16,IDDESLEIGH WOMENS INSTITUTE,none,Defibrillator,600,Revenue
PLACE,SfC,18/02/16,01/03/16,EXETER ST JAMES COMMNTY TRST LTD,IP032444,regeneration of Queens Crescent Garden,"5,000.00",Revenue
PLACE,SfC,18/02/16,01/03/16,HOMELESS IN TEIGNBRIDGE SUPPORT,1097540,for upgrade to website and IT system,675,Revenue
PLACE,SfC,18/02/16,01/03/16,KINGSCARE LEAGUE OF FRIENDS,1096343,for transportation costs,"1,000.00",Revenue
PLACE,SfC,18/02/16,01/03/16,OTTERY HELP SCHEME,1150898,for men's shed,500,Revenue
PLACE,SfC,18/02/16,01/03/16,SOUTH WEST COAST PATH ASSOC,none,for pathway improvements,"1,000.00",Revenue
PLACE,SfC,19/02/16,20/03/16,THROGMORTON COMMUNITY HALL,1136601,for new stage lighting,"1,500.00",Revenue
PLACE,SfC,19/02/16,01/03/16,HALDON VIEWS,none,for free magazine for locality,"1,000.00",Revenue
PLACE,SfC,19/02/16,01/03/16,WIDECOMBE & DIST SPORTS GROUP,none,for mending Tennis Court,500,Revenue
PLACE,SfC,22/02/16,Immediate,ST PETROCK'S (EXETER) LTD,Charity 1090155 Company 04312156,Replace microwave and kettle,100,Revenue
PLACE,SfC,01/03/16,01/03/16,CHAGFORD YOUTH CRICKET,none,Winter Nets Training,450,Revenue
PLACE,SfC,01/03/16,01/03/16,FRIENDS OF OKEHAMPTON LIBRARY,none,"Purchae projector, sceen and stand",600,Revenue
PLACE,SfC,02/03/16,01/03/16,EXBOURNE VILLAGE HALL,300826,Replacement Carpeting,300,Revenue
PLACE,SfC,02/03/16,31/03/16,LED BY DREAMS,Company 09772210,Domestic Abuse training workshop,500,Revenue
PLACE,SfC,03/03/16,06/01/16,TRUSTEES OF ROTARY CLUB YELVERTN,1031848,Christmas lights,150,Revenue
PLACE,SfC,03/03/16,20/03/16,TAVISTOCK CRICKET CLUB,none,Colts Replacement Nets,"1,400.00",Revenue
PLACE,SfC,03/03/16,31/03/16,WEST DEVON YOUTH PARTNERSHIP,none,consultation project,"1,000.00",Revenue
PLACE,SfC,04/03/16,01/03/16,1ST SOUTH ZEAL SCOUT GROUP,1058960,New Mess Tent etc,500,Revenue
PLACE,SfC,04/03/16,01/03/16,CHAGFORD C I C LTD,Company 07467468,Horse-drawn cultivator,500,Revenue
PLACE,SfC,07/03/16,01/03/16,NEWTON ABBOT CTA,Charity 1124719 Company 6508034,for pilot bus to Ipplepen Community Hub,"1,200.00",Revenue
PLACE,SfC,07/03/16,07/03/16,INTERCOM TRUST,1072772,grant to fix broken boiler,960,Revenue
PLACE,SfC,07/03/16,08/03/16,DEVON UNITED WOMEN,none,International Women's Day,500,Revenue
PLACE,SfC,07/03/16,31/03/17,REFUGEE SUPPORT GROUP (DEVON),1143884,CAPACITY BUILDING,"1,500.00",Revenue
PLACE,SfC,08/03/16,01/03/15,YMCA Exeter Community Projects,1162431,Westside Centre for usage as community hub,"-4,000.00",Revenue
PLACE,SfC,08/03/16,01/06/16,BICCLESCOMBE PLAYGROUND IMP GRP,None,Equipment for disabled users,"2,000.00",Revenue
PLACE,SfC,09/03/16,31/03/16,BRADNINCH WOMENS INSTITUTE,None,Replacement seat at bus stop,300,Revenue
PLACE,SfC,09/03/16,31/03/16,COLEBROOKE PARISH HALL,Charity 300800,Curtains and blinds,"1,000.00",Revenue
PLACE,SfC,09/03/16,01/03/16,100 CLUB COMMUNITY GROUP,none,for drop in group for Children's Group,700,Revenue
PLACE,SfC,09/03/16,01/03/16,CREDITON ARTS CENTRE,Charity 1155513,Arts Centre Events Development,600,Revenue
PLACE,SfC,09/03/16,01/03/16,SYLVANIA ENV & COMMUNITY PROJECT,none,for tree surgery,"1,100.00",Revenue
PLACE,SfC,09/03/16,01/03/16,Transition Exmouth,none,for climate summit lecture in Exmouth Comm College,-60.43,Revenue
PLACE,SfC,09/03/16,07/03/16,INTERCOM TRUST,1072772,fix broken boiler,960,Revenue
PLACE,SfC,09/03/16,31/03/16,EXBOURNE LOCAL HISTORY GROUP,none,Community Audio,500,Revenue
PLACE,SfC,10/03/16,01/03/16,BEACH SCHOOLS,none,for outdoor learning on Beach,200,Revenue
PLACE,SfC,10/03/16,01/03/16,DODDISCOMBSLEIGH COMM PRE-SCHOOL,1078776,for outdoor decking renovation,"1,500.00",Revenue
PLACE,SfC,10/03/16,01/03/16,IVYBRIDGE RUGBY FOOTBALL CLUB LT,none,for new under 12's kit,500,Revenue
PLACE,SfC,10/03/16,01/03/16,WESTBANK COMMUNITY HEALTH & CARE,1119541 & 6243811,for walking football group,250,Revenue
PLACE,SfC,10/03/16,07/03/16,REFUGEE SUPPORT GROUP (DEVON),1092410,capacity building project - phase 1,"1,500.00",Revenue
PLACE,SfC,10/03/16,03/05/17,Lympstone Sailing Club,1232,Contribution towards the purchase of a new safety boat engine,"1,267.00",Capital
PLACE,SfC,10/03/16,03/05/17,Manstow Football Club,1233,"Creation of club changing rooms, storage, kitchenette and restroom facilities at Filham Park","1,200.00",Capital
PLACE,SfC,10/03/16,03/05/17,St David's Neighbourhood Partnership,1239,The Exeter Water Well project - purchase and installation of eight water butts,"2,300.00",Capital
PLACE,SfC,10/03/16,03/05/17,Manstow Football Club,1233,"Creation of club changing rooms, storage, kitchenette and restroom facilities at Filham Park",185,Capital
PLACE,SfC,10/03/16,03/05/17,Manstow Football Club,1233,"Creation of club changing rooms, storage, kitchenette and restroom facilities at Filham Park",615,Capital
PLACE,SfC,11/03/16,01/03/16,DORSET DEVON & CORNWALL,8802539,for Alden's Road Shed Project - second pymt to complete project,210,Revenue
PLACE,SfC,11/03/16,01/03/16,HOME START EXETER,1116385,for befriending service in Duryard & Pennsylvania,500,Revenue
PLACE,SfC,11/03/16,01/03/16,LYMPSTONE GARDEN CLUB,none,for purchase of a projector,250,Revenue
PLACE,SfC,11/03/16,01/03/16,MORETONHAMPSTEAD DVLPMNT TRUST,none,exhibition of local textiles,200,Revenue
PLACE,SfC,11/03/16,01/03/16,NEWTON ABBOT CTA,Charity 1124719 Company 6508034,for silver jubilee improvements,"1,000.00",Revenue
PLACE,SfC,11/03/16,01/03/16,NEWTON ABBOT CTA,Charity 1124719 Company 6508034,for 2 new wheelchairs,400,Revenue
PLACE,SfC,11/03/16,01/03/16,NEWTOWN COMMUNITY ASSOCIATION,299529,for park equipment in Belmont Park,500,Revenue
PLACE,SfC,11/03/16,01/03/16,OPEN DOOR CENTRE EXMOUTH,1094599,expansion of counselling service,"1,250.00",Revenue
PLACE,SfC,11/03/16,01/03/16,SOUTH HAMS CVS,1124273,for room hire,100,Revenue
PLACE,SfC,11/03/16,10/03/16,SOUTH HAMS CVS,1124273,Four Rivers Dementia Alliance,500,Revenue
PLACE,SfC,11/03/16,31/03/16,DEVON DEVELOPMENT EDUCATION,1102233,for Fairtrade fortnight at Primary Schools,150,Revenue
PLACE,SfC,11/03/16,31/03/16,HOLSWORTHY MEMORIAL HALL LTD,5485932,New carpet to refurbish the Manor Suite,"1,500.00",Revenue
PLACE,SfC,11/03/16,31/03/16,PLOUGH ARTS CENTRE,Charity 1093715 Company 4404875,Marketing and promotional activities,"4,810.00",Revenue
PLACE,SfC,11/03/16,31/03/17,SOUTH HAMS CVS,1049762,Four Rivers Dementia Aliiance,500,Revenue
PLACE,SfC,14/03/16,31/03/16,HITTISLEIGH VILLAGE HALL,Charity 299602,New community garden and family area,750,Revenue
PLACE,SfC,14/03/16,31/03/16,TIVERTON TOWN MAJORETTES,none,Dress us all - dresses,389,Revenue
PLACE,SfC,14/03/16,31/03/16,YEOFORD PLAYGROUP,Charity 1023555,Equipment improvements and nature garden,500,Revenue
PLACE,SfC,14/03/16,01/04/16,BRADNINCH YOUTH CENTRE TRUST,272045,Replacement fire door,250,Revenue
PLACE,SfC,14/03/16,01/03/16,1ST KINGSKERSWELL SCOUT GROUP,none,To purchase expedition equipment,500,Revenue
PLACE,SfC,14/03/16,01/03/16,BEESON COMMUNITY ORCHARD GROUP,none,for improvements to orchard,200,Revenue
PLACE,SfC,14/03/16,01/03/16,DAWLISH CHRISTIAN FELLOWSHIP,1135523,for mobile youth unit for locality,500,Revenue
PLACE,SfC,14/03/16,01/03/16,EXMOUTH FAIRTRADE TOWN STRNG GRP,none,for schools conference,170,Revenue
PLACE,SfC,14/03/16,01/03/16,IPPLEPEN ATHLETIC FOOTBALL CLUB,none,to assist with ttraining of coaches and first aiders,536,Revenue
PLACE,SfC,14/03/16,01/03/16,LIFTON COMMUNITY CENTRE LTD,charity 1146871,Lifton community Centre,"1,500.00",Revenue
PLACE,SfC,14/03/16,01/03/16,RAMPLESS RIDERS,none,for restoration of BMX track in Ivybridge,"1,000.00",Revenue
PLACE,SfC,14/03/16,01/03/16,ST THOMAS NEIGHBOURHOOD & TRADER,none,for Emergency group set upcosts,"2,000.00",Revenue
PLACE,SfC,14/03/16,01/03/16,TOGETHER LETS COMMUNICATE,none,for arts and crafts,300,Revenue
PLACE,SfC,14/03/16,31/03/16,HONEYS 99 RED BALLOONS COM GROUP,none,Community defibrillator for Rock Park,500,Revenue
PLACE,SfC,14/03/16,31/03/16,SOUTH MOLTON & DIST TOURIST ASSN,none,Towards replacement computer and insurance costs,500,Revenue
PLACE,SfC,15/03/16,01/01/16-01/11/2016,BRADNINCH MEMORIAL FUND,none,WW2 commemorative weekend,200,Revenue
PLACE,SfC,15/03/16,31/03/16,SAFE SOUTH WEST,Charity 1153179,Uniforms for Fire Cadets,"1,500.00",Revenue
PLACE,SfC,16/03/16,31/03/16,AXMINSTER TOWN CRICKET CLUB,none,To purchase mobile wicket covers,"1,910.00",Revenue
PLACE,SfC,17/03/16,01/03/16,EXETER SEA CADETS,300828,for refurbishment of premises,500,Revenue
PLACE,SfC,17/03/16,01/03/16,EXMOUTH TOWN FOOTBALL CLUB,none,for urgent roof repairs,"1,000.00",Revenue
PLACE,SfC,17/03/16,01/03/16,IVYBRIDGE CRICKET CLUB,none,for new ground equipment,"3,000.00",Revenue
PLACE,SfC,17/03/16,01/03/16,NORTHLEIGH PARISH HALL,203606,for refurbishing Doors & Windows,"2,000.00",Revenue
PLACE,SfC,17/03/16,01/03/16,ORCHARD MILLENNIUM GREEN TRUST,1072253,for canopy for performance area,"1,000.00",Revenue
PLACE,SfC,17/03/16,01/03/16,SHAUGH PRIOR RECREATION HALL,none,for roof repairs,750,Revenue
PLACE,SfC,17/03/16,01/03/16,SOWTON VILLAGE HALL,300975,for new cooker,260,Revenue
PLACE,SfC,17/03/16,01/03/16,STOKE GABRIEL CRICKET CLUB,none,for new mower,250,Revenue
PLACE,SfC,17/03/16,01/03/16,VENTURA CREATIVE PROJECTS,none,for advertising and PR of exhibition,200,Revenue
PLACE,SfC,17/03/16,01/03/16,YEALMPTON COMMUNITY ASSOC,292854,for equipment for new lunch club for older and isolated residents,"3,000.00",Revenue
PLACE,SfC,18/03/16,31/03/16,LYN COMMUNITY DEVELOPMENT TRUST,Charity 1095324 Company 03750729,Update signage,102,Revenue
PLACE,SfC,18/03/16,31/03/16,WESTLEIGH VILLAGE HALL,1001886,Fit thermal blinds to windows and doors,250,Revenue
PLACE,SfC,24/03/16,01/04/16,OKEHAMPTON TENNIS CLUB,none,New tennis balls & coaching equipment,277,Revenue
PLACE,SfC,29/03/16,2016/17,DEVON HISTORIC BUILDINGS TRUST,266088,Preservation of Devon's historic buildings,"4,000.00",Revenue
PLACE,SfC,29/03/16,09/04/16,STOCKLEIGH POMEROY PARISH MEETNG,279992,Rebuilding of the village hall,"2,000.00",Revenue
PLACE,SfC,30/03/16,01/03/16,BICTON STREET PARTY,none,for Queens 90th B'day street party,600,Revenue
PLACE,SfC,30/03/16,01/06/16,TEIGNBRIDGE TITANS NETBALL CLUB,none,for new kit,"2,100.00",Revenue
PLACE,SfC,31/03/16,01/04/15-31/03/16,DEVON HISTORIC BUILDINGS TRUST,charity 266088; company 1120119,Preservation of Devon's historic buildings,"4,000.00",Revenue
PLACE,SfC,01/04/16,2016/17,CAB DEVON - QUINTANA GATE,1091143,Support Grant,"400,000.00",Revenue
PLACE,SfC,01/04/16,2016/17,WEST DEVON COMMUNITY & VOLUNTARY,1119730,"Support thriving, resilient communities","189,000.00",Revenue
PLACE,SfC,01/04/16,2016/17,DEVON COMMUNITIES TOGETHER,1074047,Support Grant,"72,000.00",Revenue
PLACE,SfC,04/04/16,31/03/17,STEP BACK IN TIME TV C.I.C,Company 9943122,Step Back in time TV CIC,500,Revenue
PLACE,SfC,05/04/16,14/04/16,HIKMAT SAHARA,7809035,BOISHAKI MELA community event,500,Revenue
PLACE,SfC,06/04/16,01/12/16,BRADNINCH YOUTH FOOTBALL CLUB,None,4x match balls and a first aid bag,200,Revenue
PLACE,SfC,07/04/16,01/05/16,PYWORTHY VILLAGE HALL,Charity 290013,To purchase new dishwasher for kitchen,"1,000.00",Revenue
PLACE,SfC,07/04/16,07/05/16,EXETER PRIDE,1161062,SPONSORSHIP Exeter Pride,500,Revenue
PLACE,SfC,11/04/16,20/08/16,2ND TIVERTON(HALBERTON)SCOUT TRP,none,Multi activity week,600,Revenue
PLACE,SfC,18/04/16,01/09/16,TAVISTOCK YOUTH CAFE LTD,Charity 1164173 CIC 05407734,Summer@NYC,"1,500.00",Revenue
PLACE,SfC,19/04/16,01/12/16,BIDEFORD RUGBY CLUB,Charity 6361033,Lighting system to facilitate night time Air Ambulance landings,850,Revenue
PLACE,SfC,21/04/16,01/06/16,2469 SQUADRON ATC,Exception order no 1131/89,for camping equipment,750,Revenue
PLACE,SfC,24/04/16,31/07/16,O C R A,Charity 1011839,OCRA,"1,500.00",Revenue
PLACE,SfC,25/04/16,25/04/16,TEIGNBRIDGE DISTRICT COUNCIL Community First Responders,none,Defibrillator awaiting paperwork,100,Revenue
PLACE,SfC,25/04/16,31/03/17,West Devon Community & Voluntary Services,1119730,Administration and co-ordination of voluntary car schemes in the group’s operating area,"9,209.00",Revenue
PLACE,SfC,25/04/16,31/03/17,Trip Community Transport Association,1082544,Administration and co-ordination of voluntary car schemes in the group’s operating area,"8,698.00",Revenue
PLACE,SfC,25/04/16,31/03/17,Braunton Volunteer Bureau,269536,Administration and co-ordination of voluntary car schemes in the group’s operating area,"4,093.00",Revenue
PLACE,SfC,25/04/16,31/03/17,Devon Wheels to Work,5927572,Towards the operation of the Wheels 2 Work scheme and the continuation of service to the scheme beneficiaries,"40,000.00",Revenue
PLACE,SfC,26/04/16,01/07/16,NORTH DEVON HOSPICE CARE TRUST,Charity 286554,Redecoration of Bedded Unit,500,Revenue
PLACE,SfC,27/04/16,July/August 16,BIDEFORD SEA CADETS NEW BUILDING,Charity 300766,New safety boat,"5,000.00",Revenue
PLACE,SfC,27/04/16,01/08/16,TARKA PIPE BAND,none,New uniforms,500,Revenue
PLACE,SfC,27/04/16,01/12/16,TAVISTOCK FLOWER CLUB,none,"events, activities and demonstration's",392.66,Revenue
PLACE,SfC,28/04/16,28/04/16,BRATTON CLOVELLY FESTIVAL,Charity 5077910,music & art events,860,Revenue
PLACE,SfC,28/04/16,12/06/16,OKEHAMPTON & DISTRICT COMMUNITY,Charity 1024617,Queen's 90th birthday celebrations,242,Revenue
PLACE,SfC,29/04/16,19/05/16,TORRIDGESIDE AMATEUR SWIMMING CL,Charity 1103701,Safeguarding Awareness training for coaches,665,Revenue
PLACE,SfC,29/04/16,01/07/16,KINGS NYMPTON PRE SCHOOL GROUP,Charity no: 1046662,Equipment for Forest School,398.8,Revenue
PLACE,SfC,01/05/16,01/06/16,HIKMAT SAHARA,none,for Boishaki Mela celebration,"1,200.00",Revenue
PLACE,SfC,03/05/16,Summer 2016,3RD CREDITON GUIDES,306016,New tents,480,Revenue
PLACE,SfC,03/05/16,31/03/17,PETE'S DRAGONS,Charity 1160644,Information books and CDs,50,Revenue
PLACE,SfC,04/05/16,04/06/16,EXETER RESPECT CIC,8725612,SPONSORSHIP Exeter Respect,500,Revenue
PLACE,SfC,05/05/16,31/03/17,North Devon Voluntary Services Ltd,1133707,Towards the continued management and operation of the group and its transport activities,"45,000.00",Revenue
PLACE,SfC,09/05/16,31/05/17,LIVING OPTIONS DEVON,1102489,Facilitaion,300,Revenue
PLACE,SfC,11/05/16,23/07/16,NORTH DEVON SUNRISE,8462590,SPONSORSHIP North Devon diversity festival,500,Revenue
PLACE,SfC,12/05/16,01/02/17,BRADWORTHY ARTS FESTIVAL,None,Energy 60 Gallery,320,Revenue
PLACE,SfC,16/05/16,01/07/16,ILFRACOMBE TOWN F C (STAIRLIFT),None,Chairlift to access pitch and club house,800,Revenue
PLACE,SfC,16/05/16,01/03/17,ILFRACOMBE CRICKET CLUB,None,Grass cutting equipment,"1,000.00",Revenue
PLACE,SfC,17/05/16,01/07/16,DIVINE SOULS DANCE CREW,None,Crew kit for competitions,300,Revenue
PLACE,SfC,18/05/16,01/09/16,PIP CENTRE LTD THE,Charity 1075233,Refurbishment of the veranda area,"3,000.00",Revenue
PLACE,SfC,18/05/16,01/12/16,LIBRARIES UNLIMITED SOUTH WEST,Charity 9822597,Promotional events for local libraries,"1,000.00",Revenue
PLACE,SfC,18/05/16,01/03/17,BIDEFORD BUZZ NEWSLETTER GROUP,none,Printing costs,600,Revenue
PLACE,SfC,19/05/16,19/05/16,GERMANSWEEK VILLAGE HALL,none,15 small square tables,450,Revenue
PLACE,SfC,19/05/16,01/03/17,1ST LYN SCOUT GROUP,none,"Flag, uniforms, first aid kit etc","2,000.00",Revenue
PLACE,SfC,24/05/16,30/06/16,BARNSTAPLE TOWN MARCHING BAND,None,Replacement minibus,750,Revenue
PLACE,SfC,24/05/16,01/03/17,TAW & TORRIDGE VOLUNTARY SERVICE,Charity 1125142,Supported Rural Independent Living projects,"2,100.00",Revenue
PLACE,SfC,25/05/16,31/03/17,DEVON VOLUNTARY ACTION,1158671,Digital pilot,700,Revenue
PLACE,SfC,26/05/16,31/03/17,LIVING OPTIONS DEVON,1102489,Heritage Ability project,"1,500.00",Revenue
PLACE,SfC,27/05/16,31/03/17,DEVON RAPE CRISIS & SEXUAL ABUSE,7630160,CAPACITY BUILDING,"1,500.00",Revenue
PLACE,SfC,31/05/16,31/03/17,CSW Group,3029947,Contributions towards Enterprising Young Devon 2016,"10,000.00",Revenue
PLACE,SfC,31/05/16,03/05/17,Holbeton Pre-School Playgroup,1260,contribution towards the purchase of new gate and awning,390,Capital
PLACE,SfC,01/06/16,01/04/2015-31/03/2016,BLACKDOWN HILLS TRUST,1138327,Blackdown Hills Natural Project Grant match funding,200,Revenue
PLACE,SfC,01/06/16,01/06/16,FRIENDS OF ILFRACOMBE LIBRARY GR,None,Book bags for Summer Reading Challenge participants,200,Revenue
PLACE,SfC,01/06/16,03/05/17,Ugborough Village Hall,1262,Contribution towards re-surfacing of emergency exit path,"2,000.00",Capital
PLACE,SfC,01/06/16,03/05/17,Dartington Village Hall Association,1242,Contribution towards disabled access & extension,"5,000.00",Capital
PLACE,SfC,01/06/16,03/05/17,Ipplepen Tennis Club,1255,Contribution towards tennis court resurfacing,"2,000.00",Capital
PLACE,SfC,01/06/16,03/05/17,Friends of Victoria Park,1249,Contribution towards Victoria Woodholme skate park equipment (2nd tranche of funding),"10,000.00",Capital
PLACE,SfC,01/06/16,03/05/17,Dartmouth & District Indoor Pool Trust,1261,Contribution towards equipment for the pool,"2,000.00",Capital
PLACE,SfC,01/06/16,03/05/17,The Buckfastleigh Trust -,1250,The Valiant Soldier Project - contribution towards essential works to the building,"4,500.00",Capital
PLACE,SfC,01/06/16,03/05/17,Men's Shed Ottery St Mary,1252,Contribution towards equipment,500,Capital
PLACE,SfC,01/06/16,03/05/17,Buckland & Milber Community Centre,1256,Contribution towards access improvements,"9,000.00",Capital
PLACE,SfC,01/06/16,03/05/17,Sowton Village Hall,1259,Contribution towards Sowton Village Hall roof repairs,"3,000.00",Capital
PLACE,SfC,02/06/16,03/05/17,Ilfracombe Community Transport,331001,Hand held ticket machine,"1,800.00",Capital
PLACE,SfC,07/06/16,01/06/16,APPLEDORE PILOT GIG CLUB,none,New blades for ladies B team,"1,000.00",Revenue
PLACE,SfC,07/06/16,01/07/16,BIDEFORD A F C YOUTH,none,Kit and equipment for disability football team,"3,171.00",Revenue
PLACE,SfC,08/06/16,autumn 2016,TAVISTOCK COMMNITY SENSRY GARDEN,none,money for costs of plants and shrubs,"1,000.00",Revenue
PLACE,SfC,09/06/16,01/09/16,TAVISTOCK HERITAGE FESTIVAL,none,"living history events, talks and concerts",450,Revenue
PLACE,SfC,15/06/16,31/01/17,BURRINGTON PARISH HALL,Charity 274490,Committee room improvements,"1,400.00",Revenue
PLACE,SfC,18/06/16,31/03/17,MELDON VIADUCT COMPANY LTD,3625472,contribution towards Meldon Viaduct,"7,800.00",Revenue
PLACE,SfC,20/06/16,28/07/16,FREMINGTON YOUTH FC,None,New metal goals,"1,000.00",Revenue
PLACE,SfC,23/06/16,01/03/17,EXETER CITIZENS ADVICE BUREAU,"1091143, 4334063",for provision of advice and information & volunteering in Pinhoe & Mincinglake,500,Revenue
PLACE,SfC,29/06/16,01/03/17,MEET AND REMEMBER CLUB,none,for workshops for dementia clients supported by Isca Church,"1,500.00",Revenue
PLACE,SfC,01/07/16,01/02/17,S O S GLOBAL,none,for programme of workshops for Royal Deaf Academy,465,Revenue
PLACE,SfC,07/07/16,01/07/16,TIDDYBROOK MEADOWS RES ASSOC,none,To provide equipment to do litter picks,100,Revenue
PLACE,SfC,07/07/16,08/07/16,OKEHAMPTON & DISTRICT COMMUNITY,Charity 1024617,Handy bars to enable passengers to get into cars,242,Revenue
PLACE,SfC,07/07/16,01/03/17,EXETER ST JAMES FORUM,none,for hire of premises for meetings,600,Revenue
PLACE,SfC,08/07/16,01/08/16,ASHWATER AGRICULTURAL SHOW,none,Marquee hire,200,Revenue
PLACE,SfC,08/07/16,01/03/17,EXETER COMMUNITY TRANSPORT ASSN,1129560,for assistance with purchase of Genny mobility scooter,300,Revenue
PLACE,SfC,10/07/16,01/03/17,SOUTH HAMS DIST.COUN (FOLLATON) Growing Orchard Communities,none,for growing orchards in South Devon,"1,000.00",Revenue
PLACE,SfC,11/07/16,01/12/16,NORTH DEVON +,Charity 6238026,Training events for young farmers,900,Revenue
PLACE,SfC,13/07/16,21/07/16,DARTMOOR SEARCH & RESCUE TEAM,1106094,Gazebo to use in fundraising events,600,Revenue
PLACE,SfC,13/07/16,01/10/16,LED BY DREAMS CIC,Company 09772210,"Laptop, printer and accessories","1,000.00",Revenue
PLACE,SfC,14/07/16,01/03/16,EXETER COMMUNITY TRANSPORT ASSOC,1129560,for assistance to purchase Genny mobility scooter,"1,000.00",Revenue
PLACE,SfC,15/07/16,31/03/17,SENIOR COUNCIL FOR DEVON,Company 06538562,Resources,500,Revenue
PLACE,SfC,15/07/16,01/07/16,OKEHAMPTON D OF EDINBURGH AWARDS,none,Leader training to drive a minibus,250,Revenue
PLACE,SfC,19/07/16,30/09/16,WELCOME CENTRE CIC THE,9296761,for audio equipment,184.99,Revenue
PLACE,SfC,19/07/16,01/04/2016-31/03/2017,COLDHARBOUR MILL TRUST,1123386,DEFRA Funded Sustainable Development Fund Grant - Final Claim,500.49,Revenue
PLACE,SfC,21/07/16,03/05/17,Exbourne Village Hall,1264,Contribution towards replacement of flooring,"2,000.00",Capital
