Function,Service,Date Grant Awarded,Time Period for Grant,Grant Beneficiary,Beneficiary's registration Number,Purpose of Grant,Amount,Revenue / Capital
Place,Services for Communities,7/29/2014,31/03/15,LIVING OPTIONS DEVON                    ,Charity No. 1102489,for BSL versio of Positive Devon Living Magazine,150,Revenue
Place,Services for Communities,7/29/2014,31/03/15,LIVING OPTIONS DEVON                    ,Charity No. 1102489,for British Sign Language version of Postiive Devon Lining Magazine,100,Revenue
Place,Services for Communities,7/29/2014,31/03/15,LIVING OPTIONS DEVON                    ,Charity No. 1102489,for British Sign Language version of Positive Devon Living Magazine ,500,Revenue
Place,Services for Communities,7/29/2014,31/03/15,LIVING OPTIONS DEVON                    ,Charity No. 1102489,for British Sign Language version of Positive Devon Living Magazine ,50,Revenue
Place,Services for Communities,8/27/2014,31/03/15,LODDISWELL HORT & SPORTS SOCIETY        ,,Gazebo for Loddiswell Show,175,Revenue
Place,Services for Communities,7/22/2014,31/03/15,LODDISWELL PLYNG FLD & VILL HALL        ,Charity No. 267615,for bus service in morning,500,Revenue
Place,Services for Communities,10/10/2014,31/03/15,LYDFORD CRICKET CLUB                    ,,Improve the playing surface,500,Revenue
Place,Services for Communities,4/22/2014,31/03/15,LYDFORD PLAYGROUND PROJECT              ,,Playground for youngsters & all-weather multi use for older children,2000,Revenue
Place,Services for Communities,9/18/2014,31/03/15,LYMPSTONE PRE SCHOOL                    ,Charity No. 1038447,for purchase of Trulawn grassing for play area,500,Revenue
Place,Services for Communities,4/23/2014,31/03/15,LYMPSTONE THIRD AGE PROJECT             ,,to assist with room hire & fees for speakers,250,Revenue
Place,Services for Communities,7/4/2014,31/03/15,MARLDON PRIMARY SCHOOL P T A            ,,for extension to school playground ,500,Revenue
Place,Services for Communities,7/29/2014,31/03/15,MARSH GREEN VILLAGE HALL                ,Charity No. 1000289,for refurbishment of Kitchen,2500,Revenue
Place,Services for Communities,9/23/2014,31/03/15,MED THEATRE                             ,,for assistance with rehearsal space and venue hire for communal play,250,Revenue
Place,Services for Communities,7/2/2014,31/03/15,MID DEVON CONSTITUTIONAL CLUB           ,,for disability access for community events,2000,Revenue
Place,Services for Communities,10/10/2014,31/03/15,MILTON COMBE VILLAGE HALL               ,Charity No. 296096,Blinds to separate off stoprage area,240,Revenue
Place,Services for Communities,6/4/2014,31/03/15,MOOR PONY RESOURCES                     ,Charity No. 1153235,to support young & vulnerable people to train Dartmoor Ponies ,500,Revenue
Place,Services for Communities,4/22/2014,31/03/15,MORCHARD BISHOP PLAYING FIELDS A        ,,Playground refurbishment ,1000,Revenue
Place,Services for Communities,9/23/2014,31/03/15,MORETONHAMPSTEAD COM SWIMMING           ,Charity No. 272183,to install additional security to site ,1500,Revenue
Place,Services for Communities,9/19/2014,31/03/15,MORETONHAMPSTEAD DVLPMNT TRUST          ,Charity No. 1105114,for flag project and festival ,200,Revenue
Place,Services for Communities,6/25/2014,31/03/15,MUSEUM OF BRITISH SURFING LTD           ,Charity No. 1131433,CCTV  for The Yard,1000,Revenue
Place,Services for Communities,10/17/2014,31/03/15,MYASTHENIA GRAVIS ASSOCIATION           ,Charity No. 1046443,for fellowship project for meetings ,125,Revenue
Place,Services for Communities,4/23/2014,31/03/15,NATIONAL COASTWATCH EXMOUTH             ,Charity No. 1045645,for replacement of storm damaged web camera,500,Revenue
Place,Services for Communities,5/27/2014,31/03/15,NATIONAL TRUST                          ,Charity No. 205846,for emergency work to reinstate South Milton sands Track,1000,Revenue
Place,Services for Communities,8/8/2014,31/03/15,NEW ENGLAND WOODLAND TRUST              ,Charity No. 283188,Committed awaiting paperwork cfrwd,500,Revenue
Place,Services for Communities,7/4/2014,31/03/15,NEWTON ABBOT ALLOTMENT ASSOCIATN        ,,for replacement water supply & infrastructure at Decoy Allotment ,500,Revenue
Place,Services for Communities,7/4/2014,31/03/15,NEWTON ABBOT ALLOTMENT ASSOCIATN        ,,for replacement water supply & infrastructure at Decoy Allotment ,500,Revenue
Place,Services for Communities,10/3/2014,31/03/15,NEWTON ABBOT CTA                        ,Charity No. 1124719,"New bigger, better equipped bus",1000,Revenue
Place,Services for Communities,5/27/2014,31/03/15,NEWTON ABBOT RUGBY F C                  ,,for under 18's girls squad kit ,400,Revenue
Place,Services for Communities,7/11/2014,31/03/15,NORTH DEVON ALL STARZ                   ,Charity No. 1046042,Production costs for 'Phantom of the Opera',1000,Revenue
Place,Services for Communities,10/3/2014,31/03/15,NORTH DEVON HOSPICE CARE TRUST          ,Charity No. 286554,Recliner chairs for Day Hospice lounge,500,Revenue
Place,Services for Communities,10/3/2014,31/03/15,NORTH DEVON HOSPICE CARE TRUST          ,Charity No. 286554,Recliner chairs for Day Hospice lounge,400,Revenue
Place,Services for Communities,10/3/2014,31/03/15,NORTH DEVON HOSPICE CARE TRUST          ,Charity No. 286554,Recliner chairs for Day Hospice lounge,500,Revenue
Place,Services for Communities,10/3/2014,31/03/15,NORTH DEVON HOSPICE CARE TRUST          ,Charity No. 286554,Recliner chairs for Day Hospice lounge,500,Revenue
Place,Services for Communities,5/12/2014,31/03/15,NORTH DEVON MOVING IMAGE CIC            ,Company No. 08737215,Purchase audio recording equipment,200,Revenue
Place,Services for Communities,5/12/2014,31/03/15,NORTH DEVON MOVING IMAGE CIC            ,Company No. 08737215,Purchase iPads for film making workshops,250,Revenue
Place,Services for Communities,10/3/2014,31/03/15,NORTH DEVON MOVING IMAGE CIC            ,Company No. 08737215,Purchase new video equipment,250,Revenue
Place,Services for Communities,5/12/2014,31/03/15,NORTH DEVON SCOUT TARGET CLUB           ,Charity No. 290640,Replace air pistols for Scouts and for community use,750,Revenue
Place,Services for Communities,11/14/2014,31/03/15,NORTH DEVON VETERANS ASSOCIATION        ,,Armed Forces Heritage Project,100,Revenue
Place,Services for Communities,6/17/2014,31/03/15,NORTH TAWTON BOWLING CLUB               ,,Build a new club house,500,Revenue
Place,Services for Communities,6/16/2014,31/03/15,NORTH TAWTON YOUTH CMMNTY CENTRE        ,Charity No. 1056438,re-launch of senior youth club,848,Revenue
Place,Services for Communities,9/19/2014,31/03/15,NORTON BROOK PATIENT SUPPORT GRP        ,Charity No. 1061621,for car transport scheme to assist patient attend Hospital/Drs  appointments,400,Revenue
Place,Services for Communities,7/11/2014,31/03/15,NTH DEVON AGAINST DOMESTIC ABUSE        ,Charity No. 1098450,Rental costs of refuge building,5000,Revenue
Place,Services for Communities,5/13/2014,31/03/15,OCMUNDTUNE CREATIVE ARTS                ,,Celebration 23-25 May 2014,600,Revenue
Place,Services for Communities,5/19/2014,31/03/15,OFFWELL UNDER FIVES PRE-SCHOOL          ,Charity No. 1029606,to assist with moving costs,1500,Revenue
Place,Services for Communities,8/27/2014,31/03/15,OGWELL WAR MEMORIAL HALL                ,Charity No. 300916,for urgent remedial work to Village Hall ,2500,Revenue
Place,Services for Communities,5/6/2014,31/03/15,OKEHAMPTON BATTLE OF THE BANDS          ,,Party in the Parks 2014,800,Revenue
Place,Services for Communities,7/16/2014,31/03/15,OPEN DAW DAWLISH COMMUNITY              ,Charity No. 1113482,for publication of leaflets & tabards for volunteers,180,Revenue
Place,Services for Communities,11/4/2014,31/03/15,OPEN DAW DAWLISH COMMUNITY              ,Charity No. 1113482,for therapeutic Art Workshops for residents who suffer from mental hEducation & Learningth,400,Revenue
Place,Services for Communities,11/3/2014,31/03/15,OPEN DAW DAWLISH COMMUNITY              ,Charity No. 1113482,for refurbishment of  foyer & new post box ,285,Revenue
Place,Services for Communities,5/23/2014,31/03/15,ORGANIC ARTS                            ,Company No. 07394459,for community garden ,252,Revenue
Place,Services for Communities,5/19/2014,31/03/15,OTTER ROTTERS LTD                       ,Company No. 04861455,to build the confidence and skills to people with substance abuse and mental hEducation & Learningth issues,350,Revenue
Place,Services for Communities,11/14/2014,31/03/15,OTTER ROTTERS LTD                       ,Company No. 04861455,to build the confidence and skills to people with substance abuse and mental hEducation & Learningth issues,1000,Revenue
Place,Services for Communities,7/4/2014,31/03/15,OTTERTON OPEN GARDENS COMMITTEE         ,,for advertising Otterton Open Gardens ,250,Revenue
Place,Services for Communities,5/20/2014,31/03/15,OTTERY ST MARY AFC - YFC                ,,for repairs and service to lawn mowers ,2000,Revenue
Place,Services for Communities,7/14/2014,31/03/15,PANACHE                                 ,, Production costs for 'Young Stars of the Future',500,Revenue
Place,Services for Communities,7/17/2014,31/03/15,PARKRUN LTD                             ,Company No. 07289574,To provide free weekly running events for young people,1000,Revenue
Place,Services for Communities,5/19/2014,31/03/15,PARKWOOD COMMUNITY LEISURE LTD          ,Company No. 06054092,Ilfracombe Swimming Pool Refurbishment,5000,Revenue
Place,Services for Communities,8/18/2014,31/03/15,PENSTONE VILLAGE GLADE ASSOC            ,,Flag making project,400,Revenue
Place,Services for Communities,11/6/2014,31/03/15,PETER TAVY VILLAGE HALL                 ,Charity No. 287519,New Kitchen,750,Revenue
Place,Services for Communities,7/11/2014,31/03/15,PETER TAVY YOUTH CLUB                   ,,to run summer & weekend activities to help build confidence and skills,300,Revenue
Place,Services for Communities,8/19/2014,31/03/15,PLOUGH AND SHARE CREDIT UNION LD        ,Company No. IP00639C,Youth Empowerment Project,300,Revenue
Place,Services for Communities,5/12/2014,31/03/15,PLOUGH ARTS CENTRE                      ,Charity No. 1093715,New digital projection system for cinema,5000,Revenue
Place,Services for Communities,8/4/2014,31/03/15,PLYMOUTH&DEVON RACIAL EQUALITY C        ,Company No. 03827654,OUTREACH/HOUSING SUPPORT WORK                       ,2500,Revenue
Place,Services for Communities,10/6/2014,31/03/15,PORTABLE ANTIQUITIES SCHEME             ,,for community project excavating newly discovered Roman site,500,Revenue
Place,Services for Communities,5/27/2014,31/03/15,PRAWLE FAIR FUND                        ,,for a marquee for annual event ,1000,Revenue
Place,Services for Communities,7/3/2014,31/03/15,REFUGEE SUPPORT GROUP (DEVON)           ,1092410,BEFRIENDING AND OUTREACH SERVICE FOR REFUGEES     ,2500,Revenue
Place,Services for Communities,7/29/2014,31/03/15,REFUGEE SUPPORT GROUP (DEVON)           ,Charity No. 1143884,for befriending & outreach service ,100,Revenue
Place,Services for Communities,7/29/2014,31/03/15,REFUGEE SUPPORT GROUP (DEVON)           ,Charity No. 1143884,for befriending & outreach Service ,50,Revenue
Place,Services for Communities,6/4/2014,31/03/15,RIVER TEIGN SEA SCOUTS FIRST SHA        ,,for a new cover for dinghy ,300,Revenue
Place,Services for Communities,6/4/2014,31/03/15,ROBOROUGH RECREATION HALL               ,Charity No. 270557,for replacement of front doors & upgrade to fire equipment ,1000,Revenue
Place,Services for Communities,6/25/2014,31/03/15,ROTARY CLUB OF BIDEFORD                 ,Charity No. 282650,Bideford Water Festival 2014,1000,Revenue
Place,Services for Communities,8/8/2014,31/03/15,ROTARY CLUB OF EXE VALLEY               ,Charity No.1021020,Tiverton Parkfest,150,Revenue
Place,Services for Communities,8/8/2014,31/03/15,ROTARY CLUB OF EXE VALLEY               ,Charity No.1021020,Tiverton Parkfest,150,Revenue
Place,Services for Communities,4/17/2014,31/03/15,RUBY COUNTRY PARTNERSHIP_LTD            ,Company No. 06851657,Signage to visitor centre,500,Revenue
Place,Services for Communities,5/16/2014,31/03/15,SAVE THE RED LION CAMPAIGN              ,,for publicity material ,1000,Revenue
Place,Services for Communities,6/24/2014,31/03/15,SHALDON BUSINESS FORUM                  ,,for promotional leaflets to encourage people to shop locally,500,Revenue
Place,Services for Communities,5/23/2014,31/03/15,SHALDON FESTIVAL                        ,Charity No. 1118828,for schools workshop given by leading orchestral players ,500,Revenue
Place,Services for Communities,6/20/2014,31/03/15,SIDMOUTH IN BLOOM                       ,,from publication of portfolio,500,Revenue
Place,Services for Communities,8/8/2014,31/03/15,SILVERTON STREET MARKET                 ,,Annual event,500,Revenue
Place,Services for Communities,4/22/2014,31/03/15,SNACK PACK                              ,,Weekend at River Dart for 25 children,300,Revenue
Place,Services for Communities,9/23/2014,31/03/15,SOUTH BRENT CRICKET CLUB                ,,for purchase of cricket mower,500,Revenue
Place,Services for Communities,4/23/2014,31/03/15,SOUTH BRENT RECREATION ASSOC            ,Charity No. 1101112,for renewal & refurbishment of pavilion ,500,Revenue
Place,Services for Communities,10/9/2014,31/03/15,SOUTH DEVON SINGERS                     ,Charity No. 1144469,Promotional leaflets and programmes for Teignmouth Classical Music Festival 2015,250,Revenue
Place,Services for Communities,9/18/2014,31/03/15,SOUTH HAMS CVS                          ,Charity No. 1124273,for Bickleigh Groups networking for luncheon,245,Revenue
Place,Services for Communities,6/6/2014,31/03/15,SOUTH MOLTON & DISTRICT VOL BUR         ,Charity No. 275809,Transport costs supporting elderly and vulnerable to attend hospital and other appointments,1000,Revenue
Place,Services for Communities,8/14/2014,31/03/15,SOUTH MOLTON CIRCUIT CHOIR              ,,Portable staging,400,Revenue
Place,Services for Communities,5/12/2014,31/03/15,SOUTH MOLTON SINGS                      ,,Junior Choir ,400,Revenue
Place,Services for Communities,7/11/2014,31/03/15,SOUTH MOLTON TOWN BAND                  ,,Instrument repairs/refurbishment,500,Revenue
Place,Services for Communities,4/23/2014,31/03/15,SOUTH WEST COAST PATH ASSOC             ,Charity No. 266754,to improve quality of national trails ,500,Revenue
Place,Services for Communities,5/30/2014,31/03/15,ST GEORGES FESTIVAL EVENTS              ,,"for living history event, for PA system, & promotional material for free event",1500,Revenue
Place,Services for Communities,11/14/2014,31/03/15,ST GEORGES FESTIVAL EVENTS              ,,for WW11 road show celebration in April 2015 ,1500,Revenue
Place,Services for Communities,5/29/2014,31/03/15,ST GILES ON THE HEATH WITH              ,,Karate mats for St Giles on the Heath Karate Club,200,Revenue
Place,Services for Communities,8/7/2014,31/03/15,ST JOHN THE BAPTIST P C C INSTOW        ,,Improved access to War Memorial,550,Revenue
Place,Services for Communities,6/20/2014,31/03/15,STANBOROUGH CHORUS                      ,Charity No. 1084313,for Vocal Festival for publicity,250,Revenue
Place,Services for Communities,7/22/2014,31/03/15,STOKE GABRIEL BOATING ASSOCIATN         ,Charity No. 1154479,for replacement Boathouse ,1000,Revenue
Place,Services for Communities,5/19/2014,31/03/15,STOKEINTEIGNHEAD VILLAGE HALL           ,,for alteration of storm drains to prevent flooding,500,Revenue
Place,Services for Communities,8/15/2014,31/03/15,STOWFORD COMMUNITY CENTRE CIC           ,Company No. 07328806,Set up new web site,250,Revenue
Place,Services for Communities,7/29/2014,31/03/15,STRETE PARISH HALL                      ,Charity No. 270409,for  annual event ,500,Revenue
Place,Services for Communities,4/22/2014,31/03/15,SUSTAINABLE CREDITON                    ,,Pop Up Shop,500,Revenue
Place,Services for Communities,11/20/2014,31/03/15,SUSTAINABLE VILLAGES                    ,,Tiverton Repair Café,800,Revenue
Place,Services for Communities,6/25/2014,31/03/15,TARKA PIPE BAND                         ,,Uniforms and equipment,1000,Revenue
Place,Services for Communities,10/9/2014,31/03/15,TAVISTOCK & DIST OUTDR ED FORUM         ,,Training on Dartmoor,500,Revenue
Place,Services for Communities,11/28/2014,31/03/15,TAVISTOCK AREA SUPPORT SERVICES         ,Charity No. 1129175,A Voice that Makes a Difference,500,Revenue
Place,Services for Communities,7/11/2014,31/03/15,TAVISTOCK CARERS SUPPORT GROUP          ,,Tavistock Carers support Group,500,Revenue
Place,Services for Communities,7/11/2014,31/03/15,TAVISTOCK LIBRARY                       ,Charity No. 1118323,Club to support young programmers,250,Revenue
Place,Services for Communities,6/6/2014,31/03/15,TAVISTOCK RUGBY FOOTBALL CLUB           ,,de-stoning juniors training area,1000,Revenue
Place,Services for Communities,8/8/2014,31/03/15,TAVISTOCK SIR FRANCIS DRAKE             ,,Provision of toilet facilities,500,Revenue
Place,Services for Communities,10/23/2014,31/03/15,TAW & TORRIDGE VOLUNTARY SERVICE        ,Charity No. 1125142,Supporting Rural Independent Living project,1000,Revenue
Place,Services for Communities,11/6/2014,31/03/15,TAW & TORRIDGE VOLUNTARY SERVICE        ,,Supporting Rural Independent Living project,500,Revenue
Place,Services for Communities,8/14/2014,31/03/15,TEDBURN ST MARY TODDLER GROUP           ,Charity No. 1022760,Toys for the children,300,Revenue
Place,Services for Communities,10/20/2014,31/03/15,TEIGNBRIDGE ACCESS GROUP                ,,"for xmas hampers for those disadvantaged, disabled or in crisis",1500,Revenue
Place,Services for Communities,7/2/2014,31/03/15,TEIGNBRIDGE HOMESLEE ACTION             ,Charity No. 1146610,for food bank- for home start packs for families in crisis,1000,Revenue
Place,Services for Communities,11/14/2014,31/03/15,TEIGNMOUTH & DAWLISH CIC                ,Company No. 08359705,to encourage residents to shop locally ,330,Revenue
Place,Services for Communities,11/14/2014,31/03/15,TEIGNMOUTH & DAWLISH CIC                ,Company No. 08359705,for shop locally campaign ,330,Revenue
Place,Services for Communities,6/23/2014,31/03/15,TEIGNMOUTH A F C                        ,,for playing surface renovations,500,Revenue
Place,Services for Communities,11/14/2014,31/03/15,TEIGNMOUTH FIRST                        ,Company No. 07012558,Brunswick Street Gallery to reinvigorate the area with art work,200,Revenue
Place,Services for Communities,11/14/2014,31/03/15,TEIGNMOUTH FIRST                        ,Company No. 07012558,for feasibility study of Fish Quay ,2000,Revenue
Place,Services for Communities,5/27/2014,31/03/15,TEIGNMOUTH FOLK FESTIVAL                ,,for replacement gazebo ,600,Revenue
Place,Services for Communities,7/16/2014,31/03/15,TEIGNMOUTH RFC                          ,,for repairs to rugby pitch,500,Revenue
Place,Services for Communities,5/23/2014,31/03/15,TIVERTON & MID DEVON MUSEUM TRST        ,Charity No. 239531,Improving IT infrastructure,3000,Revenue
Place,Services for Communities,6/25/2014,31/03/15,TIVERTON & MID DEVON MUSEUM TRST        ,Charity No. 239531,Improving IT infrastructure,500,Revenue
Place,Services for Communities,5/23/2014,31/03/15,TIVERTON MARKET CENTRE LTD              ,Company No. 03707566,New computers,898,Revenue
Place,Services for Communities,10/9/2014,31/03/15,TORRIDGESIDE FRIENDSHIP CLUB            ,,Social trips and visits for the group,500,Revenue
Place,Services for Communities,10/9/2014,31/03/15,TOTNES ALLOTMENT ASSOCIATION            ,,Local Food Self-Reliance training events,150,Revenue
Place,Services for Communities,7/4/2014,31/03/15,TOTNES COMMUNITY BUS                    ,Charity No. 1111971,for printing costs of new timetables and advertising the new bus ,500,Revenue
Place,Services for Communities,6/27/2014,31/03/15,TOTNES DANGEROUS DADS                   ,,for engaging dads in Devon,500,Revenue
Place,Services for Communities,4/23/2014,31/03/15,TOTNES DEVELOPMENT TRUST LTD            ,Company No. 03670634,for seating in 'Shady Garden project',500,Revenue
Place,Services for Communities,5/19/2014,31/03/15,TRAIL                                   ,,for sculptures for environmental trail on Teignmouth Seafront,400,Revenue
Place,Services for Communities,11/21/2014,31/03/15,TRAIL                                   ,,for map & leaflet printing ,1200,Revenue
Place,Services for Communities,11/14/2014,31/03/15,TRANSITION HOMES COMM LAND TRUST        ,Company No. 07849843,for community development of affordable homes ,1000,Revenue
Place,Services for Communities,10/6/2014,31/03/15,TRANSITION TOWN TOTNES                  ,Charity No. 1138865,to assist with older & vulnerable in fuel poverty ,600,Revenue
Place,Services for Communities,7/2/2014,31/03/15,TRESILLIAN EARLY YEARS                  ,,for refurbishment of garden for safety,430,Revenue
Place,Services for Communities,9/24/2014,31/03/15,TURNING TIDES PROJECT CIC               ,Company No. 09053146,Crediton Arts sessions,800,Revenue
Place,Services for Communities,11/6/2014,31/03/15,TURNING TIDES PROJECT CIC               ,Company No. 09053146,Okehampton Arts Project,250,Revenue
Place,Services for Communities,6/25/2014,31/03/15,UFFCULME PRE SCHOOL                     ,Charity No. 1029966,Community Cycle Fund,750,Revenue
Place,Services for Communities,9/23/2014,31/03/15,UGBOROUGH LOCAL HISTORY GROUP           ,,for WW1 Commemorative Community Herb Garden ,295,Revenue
Place,Services for Communities,11/17/2014,31/03/15,UGBOROUGH VILLAGE HALL                  ,Charity No. 301002,for a feasibilty study into how to improve storage in the hall,300,Revenue
Place,Services for Communities,11/14/2014,31/03/15,UMBERLEIGH VILLAGE HALL                 ,Charity No. 280712,Replacement of main doors ,600,Revenue
Place,Services for Communities,8/7/2014,31/03/15,UNITED CHRISTIAN ACTION IN              ,,To provide a presence on the streets on Friday & Saturday night,250,Revenue
Place,Services for Communities,4/15/2014,1/4/14-30/9/14,VOLUNTARY ORGANISATIONS FOR YOUNG    ,1100990,Interim cover following Youth Service review,16000,Revenue
Place,Services for Communities,5/19/2014,31/03/15,WARM WISH GROUP                         ,,for replacement of Swimming Pool enclosure at St Peters Cof School,1000,Revenue
Place,Services for Communities,5/8/2014,31/03/15,WEST DEVON COMMUNITY & VOLUNTARY        ,Charity No. 1119730,Volunteer Fair in Okehampton & Tavistock,825,Revenue
Place,Services for Communities,7/29/2014,31/03/15,WEST DOWN VILLAGE GREEN FIELD AS        ,Charity No. 1153245,Community Field notice board,300,Revenue
Place,Services for Communities,11/6/2014,31/03/15,WHIDDON DOWN VILLAGE HALL               ,Charity No.301013,replacment electric cooker for kitchen,300,Revenue
Place,Services for Communities,8/15/2014,31/03/15,WILLAND FOOTBALL CLUB                   ,,Club House Refurbishment,850,Revenue
Place,Services for Communities,5/23/2014,31/03/15,WILLIAMS COOKWORTHY MUSEUM SOC          ,,for archaeological finds day and free entry to the WW1 exhibition,500,Revenue
Place,Services for Communities,5/19/2014,31/03/15,WOODBURY COMM PLAYING FIELDS            ,Charity No. 1153122,for 2 picnic benches ,941,Revenue
Place,Services for Communities,10/16/2014,31/03/15,WOOLSERY & DIST AGRICULTURAL SOC        ,,Hurdles for sheep pens,2000,Revenue
Place,Services for Communities,8/8/2014,31/03/15,WYNDHAM SINGERS                         ,,Concert support (performance fund),600,Revenue
Place,Services for Communities,10/30/2014,31/03/15,YOUNG AT HEART CLUB                     ,,Purchase of kit for monthly Cinema Experience,300,Revenue
Place,Services for Communities,4/1/2012,31/03/15,CAB DEVON                               ,1148060,Support grant,400000,Revenue
Place,Services for Communities,4/1/2012,31/03/15,DEVON COMMUNITIES TOGETHER              ,1074047,Support grant,80000,Revenue
Place,Services for Communities,4/1/2014,31/03/15,DEVON HISTORIC BUILDINGS TRUST          ,266088,Support grant,2000,Revenue
Place,Services for Communities,4/1/2014,31/03/15,WEST DEVON COMMUNITY & VOLUNTARY        ,1119730,"Support thriving, resilient communities",209300,Revenue
Place,Services for Communities,10/10/2014,31/03/15,Barnstaple Lions Club,Charity No 1020789,Community Games scheme,250,Revenue
Place,Services for Communities,6/6/2014,31/03/15,CHULMLEIGH RECREATIONAL ASSOC           ,Charity No 1134758,Community Games Scheme,100,Revenue
Place,Services for Communities,3/19/2014,31/03/15,Yeoford Community Assoc,Charity No 1019279,Community Games scheme,240,Revenue
Place,Services for Communities,4/10/2014,31/03/15,North Devon Voluntary Services,Charity Reg no : 1133707,Voluntary Services scheme support,35000,Revenue
Place,Services for Communities,8/1/2014,31/03/15,North Devon Voluntary Services,Charity Reg no : 1133707,Car forums support,9000,Revenue
Place,Services for Communities,5/8/2014,31/03/15,Axe Valley & Dorset Ring & Ride,Charity Reg no : 1098002,Ring and Ride scheme support,14884,Revenue
Place,Services for Communities,5/8/2014,31/03/15,Budleigh Salterton Voluntary Car Scheme,Company Reg : 290376,Voluntary Car Scheme support,695,Revenue
Place,Services for Communities,5/8/2014,31/03/15,Clyst Caring Friends,Charity Reg no : 1050675,Voluntary Car Scheme support,1032,Revenue
Place,Services for Communities,5/29/2014,31/03/15,Combe Martin/Berrynarbor Car Scheme,N/A,Voluntary Car Scheme support,1375,Revenue
Place,Services for Communities,5/13/2014,31/03/15,Culm Voluntary Car Scheme,Charity Reg no : 1113709,Voluntary Car Scheme support,580,Revenue
Place,Services for Communities,5/13/2014,31/03/15,East Teignbridge Community Transport Assoc,Charity Reg no : 1060175,Ring and Ride scheme support,15061,Revenue
Place,Services for Communities,5/13/2014,31/03/15,East Teignbridge Community Transport Assoc,Charity Reg no : 1060175,Shopmobility scheme support,400,Revenue
Place,Services for Communities,4/24/2014,31/03/15,Exeter Community Transport Association,Charity Reg no : 1129560,Ring and Ride scheme support,16131,Revenue
Place,Services for Communities,4/24/2014,31/03/15,Exeter Community Transport Association,Charity Reg no : 1129560,Shopmobility scheme support,8654,Revenue
Place,Services for Communities,6/19/2014,31/03/15,Exmouth & District Community Transport Group,Charity Reg no : 1011410,Ring and Ride scheme support,14884,Revenue
Place,Services for Communities,4/24/2014,31/03/15,Go North Devon Ltd,Industrial & Provident Society no: 27719R,Ring and Ride scheme support,15688,Revenue
Place,Services for Communities,4/24/2014,31/03/15,Go North Devon Ltd,Industrial & Provident Society no: 27719R,Shopmobility scheme support,10089,Revenue
Place,Services for Communities,12/16/2014,31/03/15,Go North Devon Ltd,Industrial & Provident Society no: 27719R,Grant towards apprenticeship post,15000,Revenue
Place,Services for Communities,5/13/2014,31/03/15,Holsworthy Rural Community Transport,Charity Reg no : 1109623,Ring and Ride scheme support,14884,Revenue
Place,Services for Communities,5/13/2014,31/03/15,Holsworthy Rural Community Transport,Charity Reg no : 1109623,Voluntary Car Scheme support,556,Revenue
Place,Services for Communities,5/13/2014,31/03/15,Ilfracombe & District Community Transport Association,Charity Reg no : 279975,Ring and Ride scheme support,8755,Revenue
Place,Services for Communities,8/8/2014,31/03/15,Ilfracombe & District Community Transport Association,Charity Reg no : 279975,Late night job centre plus scheme support,1225,Revenue
Place,Services for Communities,4/24/2014,31/03/15,Ivybridge & District Community Transport Association,Charity Reg no : 1123577,Ring and Ride scheme support,14884,Revenue
Place,Services for Communities,4/24/2014,31/03/15,Ivybridge & District Community Transport Association,Charity Reg no : 1123577,Voluntary Car Scheme support,394,Revenue
Place,Services for Communities,4/30/2014,31/03/15,Ivybridge & District Community Transport Association,Charity Reg no : 1123577,Upgrade to TABS booking system,1675,Revenue
Place,Services for Communities,4/30/2014,31/03/15,Newton Abbot Community Transport Association,Charity Reg no : 1124719,Upgrade to TABS booking system,375,Revenue
Place,Services for Communities,6/10/2014,31/03/15,Newton Abbot Community Transport Association,Charity Reg no : 1124719,Ring and Ride scheme support,19582,Revenue
Place,Services for Communities,6/10/2014,31/03/15,Newton Abbot Community Transport Association,Charity Reg no : 1124719,Shopmobility scheme support,2624,Revenue
Place,Services for Communities,6/10/2014,31/03/15,Okehampton & District Community Transport Group,Charity Reg no : 1024617,Ring and Ride scheme support,14974,Revenue
Place,Services for Communities,6/10/2014,31/03/15,Okehampton & District Community Transport Group,Charity Reg no : 1024617,Voluntary Car Scheme support,309,Revenue
Place,Services for Communities,5/29/2014,31/03/15,Tavistock & District Local Transport Partnership,Charity Reg no : 1079282,Ring and Ride scheme support,16685,Revenue
Place,Services for Communities,5/13/2014,31/03/15,Tavistock Area Support Services,Charity Reg no : 1129175,Single Point of Contact (SPOC) scheme support,17850,Revenue
Place,Services for Communities,5/29/2014,31/03/15,Tavistock Area Support Services,Charity Reg no : 1129175,Voluntary Car Scheme support,1160,Revenue
Place,Services for Communities,5/29/2014,31/03/15,Tavistock Area Support Services,Charity Reg no : 1129175,Shopmobility scheme support,2500,Revenue
Place,Services for Communities,8/8/2014,31/03/15,Teignmouth Shopmobility,Charity Reg no : 1072990,Shopmobility scheme support,1126,Revenue
Place,Services for Communities,4/30/2014,31/03/15,Tiverton & District Community Transport Association,Charity Reg no : 1099477,Upgrade to TABS booking system,1400,Revenue
Place,Services for Communities,5/27/2014,31/03/15,Tiverton & District Community Transport Association,Charity Reg no : 1099477,Ring and Ride scheme support (Tiverton scheme),14884,Revenue
Place,Services for Communities,5/27/2014,31/03/15,Tiverton & District Community Transport Association,Charity Reg no : 1099477,Voluntary Car Scheme support (Tiverton scheme),812,Revenue
Place,Services for Communities,5/27/2014,31/03/15,Tiverton & District Community Transport Association,Charity Reg no : 1099477,Shopmobility scheme support (Tiverton scheme),5800,Revenue
